575965.04,4570505.03,358.76,2,,,76
575968.61,4570503.05,369.59,2,,,4
575967.48,4570503.71,364.11,3,,,1
575966.37,4570504.35,358.75,4,,,54
575967.69,4570503.68,358.69,4,,,59
575967.20,4570501.57,359.11,3,,,59
575965.89,4570502.24,359.18,2,,,90
575966.63,4570501.73,369.07,2,,,3
575964.56,4570502.92,359.13,3,,,92
575966.72,4570501.60,375.75,2,,,1
575963.26,4570503.58,359.17,3,,,80
575966.31,4570501.74,380.04,1,,,3
575964.81,4570502.60,372.85,2,,,2
575961.96,4570504.23,359.22,3,,,79
575965.16,4570502.32,380.72,1,,,6
575963.58,4570503.23,373.18,2,,,10
575960.63,4570504.90,359.19,3,,,54
575963.47,4570503.21,378.90,1,,,3
575959.31,4570505.57,359.22,2,,,87
575961.60,4570504.18,376.28,1,,,12
575961.30,4570504.27,381.09,1,,,1
575960.36,4570504.81,376.66,2,,,3
575959.28,4570505.44,371.55,3,,,24
575958.59,4570505.66,380.73,1,,,7
575958.55,4570505.19,381.37,1,,,3
575959.40,4570504.78,379.20,1,,,3
575958.52,4570505.29,375.09,2,,,3
575961.15,4570503.86,381.26,1,,,8
575959.86,4570504.61,375.17,2,,,3
575959.33,4570504.91,372.65,3,,,5
575963.42,4570502.74,379.47,1,,,5
575959.12,4570505.20,359.09,2,,,72
575965.01,4570501.91,380.77,1,,,4
575964.30,4570502.31,377.41,2,,,3
575963.48,4570502.78,373.48,3,,,2
575960.45,4570504.51,359.12,4,,,59
575966.05,4570501.39,379.49,1,,,7
575961.78,4570503.83,359.11,2,,,57
575963.12,4570503.16,359.15,3,,,63
575964.40,4570502.50,359.00,2,,,80
575965.73,4570501.82,359.03,1,,,85
575961.57,4570501.53,359.56,2,,,66
575960.22,4570502.21,359.50,2,,,87
575958.92,4570502.89,359.58,1,,,82
575960.75,4570501.73,374.55,1,,,9
575957.63,4570503.54,359.74,2,,,57
575960.94,4570501.54,381.64,1,,,3
575956.32,4570504.21,359.82,2,,,80
575959.62,4570502.22,381.57,1,,,1
575958.99,4570502.57,378.61,2,,,13
575957.47,4570503.37,377.56,1,,,6
575957.05,4570503.53,381.65,1,,,1
575956.35,4570503.94,378.35,2,,,6
575956.32,4570503.47,379.47,1,,,3
575957.79,4570502.70,380.23,1,,,4
575957.24,4570503.02,377.68,2,,,3
575958.77,4570502.22,378.67,1,,,10
575960.54,4570501.29,380.79,1,,,2
575959.67,4570501.78,376.69,2,,,12
575956.12,4570503.83,359.95,3,,,37
575960.19,4570501.58,372.90,2,,,9
575957.42,4570503.17,359.78,3,,,55
575958.71,4570502.51,359.56,2,,,72
575960.04,4570501.82,359.59,2,,,75
575955.90,4570501.56,360.27,2,,,88
575954.61,4570502.22,360.43,3,,,73
575954.69,4570502.00,373.23,2,,,3
575954.20,4570501.71,378.13,1,,,1
575951.15,4570500.32,361.35,4,,,24
575952.78,4570500.24,360.99,3,,,71
575954.36,4570500.16,360.76,3,,,53
575950.77,4570500.52,378.98,1,,,4
575955.99,4570500.09,360.40,2,,,78
575951.92,4570500.48,380.22,1,,,5
575955.44,4570500.19,367.72,2,,,1
575957.57,4570500.01,360.20,3,,,45
575953.53,4570500.40,379.85,1,,,4
575956.00,4570500.19,371.09,2,,,9
575956.81,4570500.18,373.63,1,,,7
575956.63,4570500.25,379.57,1,,,1
575957.76,4570500.15,375.62,2,,,8
575957.57,4570500.23,381.65,1,,,2
575960.59,4570500.10,381.74,1,,,2
575968.48,4570500.01,378.77,1,,,5
575966.16,4570500.16,381.58,1,,,5
575967.06,4570500.08,378.46,2,,,3
575964.79,4570500.22,381.07,1,,,5
575965.61,4570500.14,378.24,2,,,6
575963.91,4570500.23,378.86,1,,,2
575964.71,4570500.17,376.09,2,,,7
575961.51,4570500.39,381.95,1,,,1
575962.80,4570500.27,377.47,2,,,2
575963.55,4570500.21,374.83,3,,,6
575960.06,4570500.45,381.77,1,,,3
575961.39,4570500.33,377.10,2,,,5
575962.62,4570500.24,372.82,3,,,5
575958.50,4570500.53,381.95,1,,,2
575961.63,4570500.27,370.97,2,,,13
575960.44,4570500.32,369.82,1,,,21
575963.38,4570500.08,359.52,2,,,15
575957.13,4570500.52,376.14,1,,,4
575961.83,4570500.15,359.57,2,,,52
575956.46,4570500.53,373.13,1,,,4
575960.27,4570500.23,359.70,2,,,67
575952.66,4570500.80,381.23,1,,,3
575955.46,4570500.56,371.32,2,,,2
575958.70,4570500.30,359.84,3,,,44
575951.65,4570500.83,379.43,1,,,6
575957.13,4570500.38,360.01,2,,,66
575955.49,4570500.46,360.33,3,,,51
575953.87,4570500.54,360.65,3,,,44
575952.27,4570500.62,360.88,3,,,29
575955.39,4570502.78,360.34,2,,,63
575957.02,4570502.70,359.98,2,,,68
575958.65,4570502.62,359.62,2,,,37
575960.21,4570502.55,359.50,1,,,88
575956.29,4570502.91,378.73,1,,,2
575961.77,4570502.48,359.43,2,,,77
575958.08,4570502.82,377.79,1,,,7
575963.33,4570502.41,359.34,2,,,58
575964.93,4570502.33,359.14,1,,,40
575959.76,4570502.81,382.57,1,,,4
575960.77,4570502.71,379.03,2,,,2
575961.82,4570502.63,375.35,3,,,8
575966.48,4570502.26,359.05,4,,,58
575961.45,4570502.73,381.92,1,,,6
575963.96,4570502.51,373.16,2,,,5
575967.99,4570502.19,359.09,3,,,47
575963.59,4570502.60,379.73,1,,,5
575965.61,4570502.44,372.71,2,,,12
575964.89,4570502.56,380.50,1,,,1
575965.70,4570502.48,377.68,2,,,3
575966.59,4570502.46,379.88,1,,,4
575968.35,4570502.37,379.06,1,,,6
575967.61,4570502.67,378.54,1,,,4
575965.67,4570502.79,380.04,1,,,3
575966.33,4570502.72,377.74,2,,,2
575966.18,4570502.69,373.03,1,,,1
575966.97,4570502.63,370.27,2,,,2
575962.87,4570502.90,379.28,1,,,6
575968.72,4570502.43,358.89,2,,,63
575961.16,4570503.01,379.98,1,,,4
575962.49,4570502.89,375.33,2,,,6
575967.18,4570502.51,358.96,3,,,69
575959.47,4570503.09,380.59,1,,,3
575960.90,4570502.96,375.59,2,,,1
575965.63,4570502.58,359.04,3,,,66
575957.75,4570503.18,381.27,1,,,3
575964.07,4570502.65,359.14,2,,,65
575962.48,4570502.74,359.25,1,,,80
575960.92,4570502.81,359.35,1,,,83
575959.34,4570502.89,359.51,2,,,76
575957.77,4570502.96,359.66,2,,,67
575956.16,4570503.04,359.96,2,,,58
575954.54,4570503.12,360.27,2,,,62
575959.33,4570505.21,359.25,2,,,65
575960.87,4570505.14,359.22,2,,,76
575958.06,4570505.42,374.55,1,,,4
575959.08,4570505.34,370.95,2,,,4
575962.41,4570505.07,359.18,3,,,75
575959.50,4570505.35,374.79,1,,,6
575964.02,4570504.99,358.97,2,,,67
575959.28,4570505.44,380.87,1,,,4
575965.57,4570504.92,358.83,2,,,51
575960.95,4570505.36,380.27,1,,,4
575967.11,4570504.85,358.73,2,,,79
575963.00,4570505.23,378.37,1,,,6
575965.13,4570505.07,370.94,2,,,1
575966.42,4570504.97,366.44,3,,,2
575968.68,4570504.77,358.56,4,,,62
575966.16,4570505.04,372.66,1,,,1
575968.48,4570504.91,369.85,1,,,8
575968.78,4570504.93,374.13,1,,,4
575968.69,4570505.32,377.13,1,,,9
575968.35,4570505.30,373.06,1,,,7
575965.11,4570505.50,379.07,1,,,3
575967.82,4570505.29,369.64,2,,,7
575968.81,4570505.22,366.17,3,,,3
575964.76,4570505.48,375.01,1,,,7
575965.99,4570505.39,370.72,2,,,3
575967.90,4570505.24,364.05,3,,,2
575962.41,4570505.62,377.92,1,,,2
575965.81,4570505.36,366.03,2,,,1
575967.97,4570505.17,358.50,3,,,70
575966.42,4570505.24,358.58,1,,,74
575959.51,4570505.75,377.50,1,,,2
575960.47,4570505.68,374.11,2,,,3
575964.85,4570505.32,358.75,3,,,64
575959.26,4570505.72,373.01,1,,,10
575963.28,4570505.39,358.87,2,,,39
575961.71,4570505.47,358.98,2,,,76
575960.16,4570505.55,359.07,2,,,77
575958.64,4570505.62,359.05,2,,,52
575961.76,4570507.84,358.91,1,,,88
575963.38,4570507.75,358.61,2,,,63
575964.95,4570507.68,358.47,3,,,40
575966.53,4570507.60,358.23,2,,,85
575962.51,4570507.98,377.62,1,,,3
575966.93,4570507.63,362.16,2,,,2
575968.09,4570507.53,358.08,3,,,86
575963.28,4570507.99,380.18,1,,,3
575964.29,4570507.89,376.64,2,,,6
575965.21,4570507.87,378.75,1,,,9
575965.89,4570507.82,376.38,2,,,6
575967.76,4570507.67,369.86,3,,,3
575966.52,4570507.83,379.49,1,,,4
575967.87,4570507.71,374.81,2,,,2
575968.67,4570507.70,377.34,1,,,7
575967.16,4570508.12,379.88,1,,,2
575968.05,4570508.03,376.78,2,,,7
575965.68,4570508.19,379.77,1,,,3
575968.52,4570507.95,369.89,2,,,2
575965.22,4570508.16,376.13,1,,,7
575962.64,4570508.33,379.79,1,,,5
575966.96,4570507.98,364.72,2,,,1
575967.36,4570507.88,357.97,2,,,75
575965.79,4570507.96,358.15,2,,,71
575964.20,4570508.04,358.38,3,,,58
575962.63,4570508.11,358.53,1,,,66
575965.92,4570510.38,357.82,1,,,71
575967.46,4570510.31,357.75,3,,,63
575965.98,4570510.54,373.57,3,,,8
575967.32,4570510.49,374.19,1,,,8
575968.36,4570510.41,370.56,2,,,4
575967.57,4570510.52,378.62,1,,,9
575966.69,4570510.85,373.96,2,,,4
575967.68,4570510.77,370.50,3,,,1
575968.37,4570510.61,357.46,3,,,56
575966.80,4570510.68,357.63,3,,,61
575998.37,4570530.49,349.19,3,,,54
575998.99,4570530.07,359.12,2,,,2
575998.27,4570530.39,362.18,3,,,3
575997.70,4570530.56,372.65,1,,,3
575997.91,4570529.92,372.78,1,,,5
575998.86,4570529.46,370.95,1,,,5
575997.23,4570530.53,349.12,4,,,29
575998.64,4570529.81,349.58,2,,,44
575998.49,4570527.75,351.22,4,,,71
575999.17,4570527.28,361.44,3,,,1
575997.19,4570528.40,351.34,4,,,38
575998.49,4570527.59,364.72,1,,,6
575997.86,4570527.94,361.53,2,,,1
575995.77,4570529.13,350.85,3,,,68
575996.54,4570528.62,361.56,1,,,3
575995.68,4570529.10,357.19,2,,,1
575996.12,4570528.27,359.93,1,,,1
575995.63,4570528.55,357.42,2,,,1
575997.34,4570527.66,359.35,1,,,2
575995.72,4570528.57,351.09,2,,,68
575999.10,4570526.73,361.62,3,,,2
575997.13,4570527.85,351.56,4,,,43
575998.42,4570527.20,351.38,2,,,75
575998.31,4570525.11,352.72,1,,,78
575996.96,4570525.80,352.56,3,,,58
575998.39,4570524.90,366.61,2,,,5
575995.62,4570526.47,352.54,3,,,71
575997.92,4570525.10,370.86,1,,,3
575997.23,4570525.48,367.44,2,,,3
575994.17,4570527.21,351.89,3,,,62
575997.16,4570525.45,373.74,1,,,4
575995.63,4570526.23,372.64,1,,,1
575992.88,4570527.63,371.93,1,,,2
575993.12,4570526.98,372.17,1,,,3
575992.64,4570527.25,369.76,2,,,1
575995.83,4570525.60,372.62,1,,,3
575995.32,4570525.88,370.07,2,,,1
575997.32,4570524.83,373.51,1,,,2
575992.99,4570527.28,351.60,2,,,77
575998.10,4570524.46,370.83,1,,,5
575997.12,4570525.01,365.93,2,,,10
575994.43,4570526.54,352.20,3,,,23
575998.55,4570524.28,366.47,2,,,4
575995.85,4570525.81,352.74,3,,,62
575997.19,4570525.13,352.80,3,,,57
575998.52,4570524.46,352.84,3,,,78
575998.09,4570522.44,353.83,1,,,66
575996.74,4570523.13,353.69,2,,,71
575998.59,4570521.99,369.96,1,,,5
575996.56,4570523.14,359.61,2,,,1
575995.37,4570523.82,353.54,3,,,67
575997.10,4570522.76,369.02,1,,,8
575995.72,4570523.54,362.05,2,,,6
575993.97,4570524.53,353.17,3,,,41
575996.47,4570523.03,372.49,1,,,3
575995.75,4570523.44,368.82,2,,,4
575992.57,4570525.24,352.75,3,,,73
575995.25,4570523.65,372.91,1,,,4
575994.36,4570524.15,368.41,2,,,2
575991.17,4570525.97,352.32,3,,,63
575992.76,4570524.91,373.42,1,,,7
575991.98,4570525.35,369.51,2,,,6
575991.40,4570525.60,373.16,1,,,3
575990.40,4570525.57,374.15,1,,,3
575992.95,4570524.28,373.74,1,,,4
575991.91,4570524.88,368.49,2,,,9
575994.11,4570523.70,372.95,1,,,3
575995.39,4570523.05,372.81,1,,,2
575994.53,4570523.54,368.44,2,,,3
575991.38,4570525.32,352.53,3,,,74
575996.69,4570522.39,372.74,1,,,3
575992.77,4570524.61,352.89,2,,,77
575997.32,4570522.10,369.34,1,,,11
575995.92,4570522.90,362.20,2,,,8
575994.19,4570523.88,353.37,3,,,47
575998.91,4570521.28,370.70,1,,,1
575995.56,4570523.19,353.59,2,,,84
575996.91,4570522.50,353.72,2,,,76
575998.28,4570521.81,353.92,2,,,74
575999.18,4570519.07,355.06,4,,,59
575997.79,4570519.78,354.65,2,,,63
575996.40,4570520.49,354.30,1,,,89
575997.77,4570519.62,368.00,1,,,1
575995.04,4570521.17,354.13,2,,,101
575996.84,4570520.07,369.98,1,,,3
575995.31,4570520.94,362.21,2,,,19
575993.70,4570521.85,354.02,3,,,76
575995.82,4570520.57,371.44,1,,,4
575992.33,4570522.55,353.79,2,,,75
575993.54,4570521.80,366.50,1,,,3
575990.95,4570523.25,353.47,2,,,62
575993.40,4570521.78,372.39,1,,,3
575992.25,4570522.45,366.58,2,,,9
575989.59,4570523.96,353.20,3,,,67
575992.24,4570522.37,373.13,1,,,6
575991.73,4570522.65,370.56,2,,,3
575988.19,4570524.67,352.82,3,,,42
575991.07,4570522.95,373.76,1,,,2
575989.12,4570524.06,364.07,2,,,16
575989.66,4570523.67,373.29,1,,,6
575988.51,4570524.33,367.54,2,,,6
575987.98,4570524.63,364.87,3,,,2
575988.72,4570524.13,375.07,1,,,2
575988.03,4570524.52,371.67,2,,,3
575987.57,4570524.22,374.94,1,,,3
575988.89,4570523.54,375.07,1,,,2
575988.09,4570524.01,371.06,2,,,1
575990.15,4570522.90,374.79,1,,,3
575988.48,4570523.86,366.48,2,,,7
575987.96,4570524.15,363.85,3,,,6
575991.28,4570522.35,373.83,1,,,3
575989.23,4570523.51,363.60,2,,,6
575988.72,4570523.80,361.06,3,,,13
575992.58,4570521.68,373.82,1,,,3
575991.82,4570522.11,369.99,2,,,3
575990.73,4570522.74,364.53,3,,,8
575988.44,4570524.04,353.02,4,,,30
575993.61,4570521.18,372.38,1,,,1
575992.35,4570521.90,366.04,2,,,5
575989.82,4570523.33,353.34,3,,,80
575994.67,4570520.65,371.12,1,,,3
575991.18,4570522.63,353.54,2,,,69
575996.05,4570519.94,371.47,1,,,1
575992.58,4570521.91,353.90,2,,,75
575995.49,4570520.34,361.96,1,,,2
575993.95,4570521.21,354.12,2,,,88
575997.94,4570519.02,367.72,1,,,1
575996.59,4570519.79,360.86,2,,,8
575995.31,4570520.52,354.31,3,,,78
575996.67,4570519.83,354.46,2,,,84
575999.23,4570518.45,360.83,2,,,1
575998.03,4570519.14,354.68,3,,,37
575998.71,4570516.50,356.08,3,,,27
575998.08,4570516.78,359.61,3,,,2
575997.23,4570517.26,355.24,4,,,62
575995.88,4570517.94,355.09,1,,,89
575997.42,4570516.99,369.60,1,,,1
575994.54,4570518.62,354.93,2,,,88
575996.05,4570517.69,369.25,1,,,6
575993.18,4570519.32,354.68,2,,,70
575995.10,4570518.14,371.08,1,,,3
575991.83,4570520.00,354.53,2,,,82
575990.47,4570520.70,354.31,1,,,90
575992.71,4570519.34,372.20,1,,,8
575989.10,4570521.41,353.99,2,,,75
575991.60,4570519.90,373.19,1,,,4
575987.69,4570522.12,353.62,2,,,79
575990.46,4570520.46,374.13,1,,,3
575986.24,4570522.87,352.96,2,,,69
575989.36,4570521.00,375.15,1,,,4
575988.23,4570521.66,369.47,2,,,5
575987.83,4570521.88,367.50,3,,,4
575986.25,4570522.70,366.15,1,,,2
575985.85,4570522.92,364.16,2,,,2
575986.84,4570522.28,375.51,1,,,5
575985.86,4570522.85,370.66,2,,,6
575985.67,4570522.34,375.36,1,,,4
575984.97,4570522.72,371.90,2,,,3
575987.03,4570521.64,375.56,1,,,4
575988.35,4570520.96,375.61,1,,,1
575986.45,4570522.04,366.23,2,,,1
575989.53,4570520.36,375.01,1,,,3
575988.65,4570520.87,370.60,2,,,4
575989.57,4570520.43,368.59,1,,,4
575988.80,4570520.86,364.75,2,,,1
575986.47,4570522.19,353.06,3,,,53
575987.93,4570521.44,353.78,1,,,71
575993.00,4570518.63,372.62,1,,,6
575992.45,4570518.94,369.86,2,,,4
575989.34,4570520.72,354.13,3,,,61
575994.41,4570517.90,373.15,1,,,3
575990.73,4570520.00,354.53,2,,,77
575995.20,4570517.53,370.50,1,,,8
575992.07,4570519.31,354.65,2,,,58
575995.94,4570517.19,367.56,1,,,7
575993.43,4570518.61,354.86,2,,,71
575996.30,4570517.07,362.73,1,,,1
575994.82,4570517.91,355.18,2,,,80
575996.17,4570517.22,355.25,1,,,80
575997.52,4570516.53,355.44,1,,,73
575999.19,4570515.66,357.24,2,,,45
575998.55,4570513.79,358.17,2,,,80
575997.07,4570514.55,357.39,2,,,37
575999.16,4570513.28,374.84,1,,,3
575996.69,4570514.68,362.26,2,,,3
575995.50,4570515.36,356.16,3,,,72
575997.51,4570514.13,373.10,1,,,7
575995.59,4570515.22,363.37,2,,,5
575994.13,4570516.06,355.88,3,,,44
575996.31,4570514.73,373.62,1,,,5
575992.77,4570516.75,355.61,2,,,61
575995.14,4570515.32,374.23,1,,,4
575991.43,4570517.43,355.43,2,,,63
575993.81,4570516.00,374.04,1,,,4
575992.46,4570516.78,367.19,2,,,15
575990.13,4570518.10,355.42,3,,,40
575991.83,4570517.04,370.62,1,,,5
575988.74,4570518.81,355.11,2,,,83
575990.12,4570517.94,368.64,1,,,13
575988.71,4570518.74,361.57,2,,,1
575987.35,4570519.52,354.70,3,,,55
575989.62,4570518.13,372.71,1,,,2
575987.39,4570519.41,361.50,2,,,2
575985.88,4570520.28,353.92,3,,,71
575988.74,4570518.56,374.77,1,,,5
575987.21,4570519.43,367.20,2,,,1
575984.45,4570520.99,353.44,3,,,84
575987.61,4570519.13,375.67,1,,,3
575986.99,4570519.49,372.59,2,,,7
575985.86,4570520.12,367.03,3,,,4
575986.12,4570519.90,374.78,1,,,4
575984.57,4570520.77,367.08,2,,,4
575983.91,4570521.14,363.86,3,,,2
575984.85,4570520.53,374.94,1,,,1
575983.76,4570521.15,369.53,2,,,7
575982.71,4570521.11,370.28,1,,,1
575985.04,4570519.87,375.22,1,,,2
575983.20,4570520.91,366.11,2,,,3
575986.43,4570519.16,375.62,1,,,1
575984.94,4570520.00,368.20,2,,,8
575983.93,4570520.57,363.22,3,,,3
575987.67,4570518.53,375.23,1,,,4
575987.05,4570518.89,372.18,2,,,9
575985.45,4570519.80,364.22,3,,,2
575983.24,4570521.05,353.22,4,,,25
575988.79,4570517.97,374.34,1,,,2
575984.61,4570520.34,353.50,2,,,65
575989.61,4570517.58,371.91,1,,,7
575986.04,4570519.62,354.06,2,,,43
575990.13,4570517.37,367.95,1,,,25
575987.52,4570518.86,354.81,2,,,36
575991.95,4570516.41,370.42,1,,,2
575991.25,4570516.81,366.90,2,,,3
575988.93,4570518.13,355.25,3,,,78
575993.84,4570515.41,373.35,1,,,6
575992.57,4570516.14,366.92,2,,,9
575990.31,4570517.42,355.49,3,,,55
575994.91,4570514.88,372.16,1,,,8
575991.63,4570516.75,355.51,2,,,52
575996.11,4570514.27,371.59,1,,,6
575992.99,4570516.05,355.71,2,,,62
575997.69,4570513.45,373.00,1,,,4
575995.44,4570514.73,361.55,2,,,7
575994.36,4570515.35,356.02,3,,,38
575999.21,4570512.67,374.06,1,,,6
575995.69,4570514.67,356.12,2,,,61
575998.74,4570513.10,358.18,2,,,78
575998.48,4570511.08,358.90,2,,,89
575998.74,4570510.76,373.71,1,,,7
575997.59,4570511.41,367.88,2,,,3
575995.48,4570512.61,357.10,3,,,70
575996.64,4570511.87,369.73,1,,,9
575994.12,4570513.31,356.87,2,,,53
575995.86,4570512.23,372.46,1,,,10
575993.67,4570513.49,361.30,2,,,1
575994.90,4570512.70,374.19,1,,,4
575993.88,4570513.27,369.02,2,,,17
575991.34,4570514.73,356.15,3,,,41
575990.02,4570515.40,356.03,1,,,96
575992.25,4570514.04,373.92,1,,,5
575990.38,4570515.12,364.48,2,,,14
575988.70,4570516.07,356.03,3,,,40
575991.02,4570514.66,374.32,1,,,4
575988.14,4570516.31,359.81,2,,,1
575987.36,4570516.76,355.88,3,,,62
575989.51,4570515.44,373.29,1,,,3
575985.96,4570517.48,355.45,2,,,75
575988.42,4570515.99,374.31,1,,,2
575987.83,4570516.32,371.45,2,,,5
575986.29,4570517.20,363.75,3,,,1
575984.49,4570518.22,354.73,4,,,62
575987.19,4570516.60,374.77,1,,,4
575985.57,4570517.53,366.75,2,,,16
575983.12,4570518.92,354.51,3,,,23
575985.25,4570517.63,371.65,1,,,8
575981.71,4570519.63,354.15,2,,,53
575984.76,4570517.82,375.72,1,,,3
575982.40,4570519.16,364.06,2,,,1
575981.66,4570519.59,360.44,3,,,2
575981.26,4570519.65,371.41,1,,,2
575980.97,4570519.74,376.35,1,,,2
575980.57,4570519.45,373.59,1,,,5
575982.31,4570518.54,375.68,1,,,4
575981.38,4570519.07,371.12,2,,,2
575983.61,4570517.88,375.67,1,,,6
575982.95,4570518.25,372.40,2,,,1
575984.82,4570517.27,375.15,1,,,4
575982.56,4570518.55,363.99,2,,,1
575980.54,4570519.70,354.02,3,,,70
575984.10,4570517.75,365.08,1,,,3
575981.92,4570519.00,354.25,2,,,63
